funded_amnt,loan_term_year,int_rate,grade_code,purpose_code,addr_state_code,home_ownership_code,annual_inc,dti,revol_util,pub_rec_bankruptcies,repaid,total_pymnt
1500,3,11.48,1,3,5,4,10800,6.44,9,0,0,306.75
2400,3,14.26,2,2,4,4,37800,21.05,62.6,0,1,2963.9663844977003
4800,3,7.74,0,4,0,0,110000,2.81,0.8,0,1,5269.666674
10000,3,8.94,0,4,5,3,25800,0,0,0,1,10234.29246
15000,3,11.14,1,1,0,0,101500,15.93,0,0,1,17714.59544
5000,3,14.26,2,2,1,4,40000,19.53,86.3,0,0,2052.920000000001
24250,3,12.53,1,9,1,4,118320,0.4,6.75,0,1,28529.38793
6000,3,12.53,1,8,0,4,47928,9.59,70.7,0,1,7228.725228248998
8000,3,11.48,1,4,4,3,41200,0.79,44.2,0,1,9494.895724
3425,3,12.18,1,1,2,0,77078,11.8,90.2,0,1,4105.833018
10000,3,8.94,0,7,0,4,36000,4.33,32.4,0,1,11437.69145
3000,3,15.65,3,9,4,3,30000,1.68,39,0,1,3793.750729198275
14000,3,11.48,1,2,1,4,55000,18.92,41.6,0,1,16048.34667
24000,3,15.65,3,2,4,4,150000,15.76,87.3,0,1,30227.90908
25000,3,12.53,1,9,3,0,117000,12.64,52.2,0,0,10234.55
6500,3,12.87,2,1,1,0,46800,3.15,81.5,0,1,7870.147952
13400,3,11.48,1,2,4,4,35000,20.5,26.6,0,1,16025.600314144396
8400,3,12.18,1,2,2,0,35000,24.69,64,0,1,9706.197198
4800,3,14.96,3,6,0,4,55000,0,0,0,1,5726.274691754399
7000,3,8.94,0,2,4,4,67000,3.89,46.1,0,1,8006.353038098398
4000,3,13.92,2,2,1,4,28800,7.83,75.5,0,0,1766.68
5000,3,8.94,0,2,5,0,88000,22.09,32,0,0,1906.32
6000,3,14.96,3,13,5,4,36000,13.8,78.7,0,1,7483.309257
3200,3,13.57,2,9,0,4,24000,17.5,86.2,0,1,3943.561834306372
14400,3,12.53,1,0,4,4,61000,3.29,18.2,0,1,15445.93649
7500,3,15.65,3,11,0,0,120000,17.2,82.9,0,1,9446.192493
2500,3,12.53,1,9,4,3,15360,20.63,14.7,0,0,679.48
5500,3,14.96,3,2,1,0,52000,18.74,58.2,0,1,6825.066783
1750,3,11.14,1,1,0,4,22000,8.02,14.9,0,1,2066.773987
15000,3,11.48,1,2,0,4,47000,4.98,58.9,0,1,17772.52299
17000,3,11.48,1,2,4,4,33852,18.11,28.6,0,1,20160.76368
10000,3,11.14,1,13,0,4,30000,8.12,24.7,0,0,10671.1
6400,3,8.94,0,2,5,3,29120,18.13,41.3,0,1,7037.932494
6500,3,7.74,0,1,1,0,86044,16.39,33.5,0,1,7305.329647
25000,3,15.31,3,11,0,4,125000,8.14,3.5,0,0,1970.57
14400,3,13.57,2,2,0,4,36000,10.27,72.6,0,1,17133.157769166202
24250,3,16.7,4,2,4,4,126000,17.14,97.9,0,1,28922.67587
24250,3,16,3,9,0,4,104000,3.25,24.6,0,0,27586.43999999999
12800,3,16,3,2,5,4,40000,15.24,62.5,0,1,16200.43249
8150,3,12.87,2,2,5,4,56000,23.57,51.8,0,1,9874.433352372018
6000,3,11.48,1,1,4,0,60380,18.2,74.4,0,1,7055.202966206301
7500,3,8.94,0,1,0,4,50000,21.55,28.3,0,1,8593.395042376082
6000,3,14.61,3,2,0,0,53360,22.72,83.9,0,0,6930.339999999997
12000,3,11.48,1,2,4,4,90000,3.47,44.7,0,1,14242.3125
3000,3,11.48,1,4,3,0,90000,7.96,47,0,0,1758.45
25000,3,13.22,2,4,4,4,52000,9,20.6,0,1,30463.57532
17500,3,13.57,2,2,4,4,58100,13.45,76.3,0,1,21400.13132
10000,3,11.14,1,6,0,4,75000,4.53,30.5,0,1,11319.77428
10000,3,8.94,0,4,0,3,38000,4.23,33.7,0,1,11437.69145
5500,3,7.74,0,2,0,4,40000,4.38,19.5,0,1,6144.462167
25000,3,11.83,1,4,0,0,235800,2.51,4,0,0,1927.17
1750,3,15.31,3,11,4,3,15000,22.72,56,0,0,1340.46
5000,3,8.59,0,2,2,3,20000,10.92,50.2,0,1,5673.345138
6000,3,12.87,2,9,1,4,36400,1.75,32.5,0,1,6732.982473
2000,3,11.83,1,9,1,4,38000,4.8,5.6,0,1,2401.659452061816
5000,3,8.59,0,2,5,4,32000,14.74,23,0,1,5689.909064458199
24250,3,14.96,3,2,3,4,71935,12.19,94.7,0,1,28761.7965
3000,3,11.83,1,8,5,3,33600,15.61,23.4,0,1,3442.119298680304
13050,3,11.48,1,2,3,4,63000,13.33,65.2,0,1,14736.89505
15000,3,8.94,0,2,0,0,130920,1.98,21.6,0,1,17031.869399460702
3000,3,11.48,1,2,0,4,360000,2.09,10.7,0,1,3560.560629
3000,3,11.83,1,4,4,4,56400,15.94,57.8,1,1,3436.326011350799
6000,3,8.94,0,1,5,4,80000,2.96,34.7,1,1,6580.035873365301
9800,3,11.48,1,2,4,4,38400,24.75,23.4,0,1,11249.52551
10000,3,8.94,0,9,0,0,86807,13.34,54.3,0,0,8501.38
5000,3,11.14,1,2,4,4,50000,13.51,76.9,0,1,5904.782176326899
12000,3,12.87,2,2,2,4,57720,5.3,70.1,0,1,14379.31766
12000,3,12.87,2,2,2,4,50000,11.45,6.1,0,1,14525.24611
5125,3,8.59,0,1,4,0,78000,24.12,50.1,0,1,5832.087176
12000,3,14.26,2,11,5,4,99000,3.83,67.4,0,1,14821.14554
16000,3,16.7,4,2,3,0,98000,8.52,87.9,0,1,20333.9856
23500,3,14.26,2,2,2,4,64000,24.88,84.4,0,1,28994.322951808703
25000,3,14.96,3,2,0,0,53000,13,77.2,0,1,31116.990965381094
2500,3,13.57,2,2,0,4,36000,19.9,27.8,0,0,784.63
5000,3,11.48,1,9,0,4,59317,16.49,36.94,0,1,5625.098046007802
25000,3,11.83,1,5,5,4,50000,13.27,35.7,0,1,27199.85785
7000,3,8.94,0,12,0,4,36000,2.6,0,0,1,8006.355380870699
7500,3,12.18,1,2,0,4,780000,0.6,21.5,1,1,8293.133132
20000,3,17.04,4,11,1,0,103000,7.6,44.4,0,1,23579.17243
10000,3,13.22,2,4,0,3,72000,0.93,18.2,0,0,10891.96
15000,3,12.87,2,2,1,4,40000,22.74,79.9,0,1,18161.9256
4400,3,11.83,1,6,0,0,48000,3.52,58.3,0,1,5185.991679
10750,3,11.14,1,2,5,0,28000,21,52.1,0,1,12695.47318
9000,3,8.94,0,2,0,4,42140,11.33,67.4,0,0,3247.45
6000,3,16,3,6,1,4,65000,13.42,29.5,0,1,7361.253896
20000,3,12.18,1,2,2,3,73500,22.32,74.7,0,1,23792.438929145595
7500,3,11.14,1,2,2,4,57000,19.79,13.5,1,1,8177.8882
4000,3,14.61,3,3,4,4,54996,3.16,52.9,0,0,4716.459999999999
5000,3,12.53,1,2,0,4,32400,5.04,94.5,0,1,6204.8273232868005
6000,3,16.35,4,11,4,4,91650,0.84,0,0,0,4065.66
6000,3,12.53,1,6,1,4,52000,21.72,36.8,0,1,7208.380939743999
19900,3,11.83,1,2,2,4,64000,8.18,67.1,0,0,3956.22
8000,3,15.65,3,9,0,4,46000,7.43,60.9,0,1,8761.083373
5000,3,14.26,2,9,0,4,81996,9.34,46,0,1,6175.023980800302
7500,3,12.18,1,13,4,4,80000,2.77,19.8,0,1,7651.27
2000,3,13.57,2,2,4,4,99996,14.04,97.6,0,1,2445.705599
10000,3,11.14,1,7,0,4,36000,4.77,0.9,0,1,10827.72576
7000,3,14.61,3,2,0,2,42500,10.64,77.1,0,1,8687.682478
20000,3,11.83,1,2,0,4,72000,13.8,28.6,0,1,23628.72571
20000,3,13.92,2,2,0,4,84996,15.02,93.8,0,1,21106.81515
4200,3,14.61,3,3,0,4,76000,15.28,91.1,0,1,5212.592351
7000,3,19.13,5,2,1,0,62400,13.52,99.5,0,1,9249.472277
24250,3,14.61,3,2,0,4,111996,17.19,82.2,0,1,30096.66719
5000,3,8.59,0,5,1,4,18000,7.33,40.2,0,1,5689.871366623699
4000,3,12.18,1,2,1,4,20004,7.32,26.7,0,1,4795.181419452298
7000,3,17.04,4,2,5,4,72348,23.39,34.6,0,1,8378.095157261101
19000,3,16.7,4,2,3,4,53500,19.87,73.4,0,0,5221.71
6500,3,11.14,1,1,0,0,68500,3.43,59.7,0,1,7555.348232547901
5000,3,14.96,3,4,2,0,77004,16.99,41.5,0,1,6229.679255559499
20000,3,12.18,1,9,0,0,78000,9.66,42.4,0,1,21961.91327
8000,3,13.22,2,2,4,4,30000,11.76,82.9,0,1,9646.351029889343
3000,3,12.18,1,9,0,0,41000,6.67,95,0,1,3596.384516
15000,3,8.94,0,1,2,0,60000,16.16,27.6,0,1,16508.12484
6000,3,12.18,1,2,4,4,32000,24,49.2,0,1,7192.763615084498
10000,3,13.22,2,2,0,4,35000,8.09,61.9,0,1,12123.14046
15000,3,12.53,1,2,4,4,44531,20.78,43.5,0,1,18071.79762
20000,3,11.48,1,9,3,0,180000,0.39,4.7,0,1,23403.51831
12000,3,12.53,1,2,1,4,75000,3.74,44.5,0,1,13119.20473
8000,3,12.53,1,2,4,4,70000,20.67,46.4,1,1,8929.759773
1750,3,8.94,0,2,2,4,9600,21.25,54.2,0,0,293.44
15000,3,13.22,2,2,3,4,102000,6.64,47.1,0,1,18252.56569171432
24000,3,13.92,2,9,5,4,80000,9.67,1.1,0,1,27727.92807919061
8500,3,11.14,1,1,0,0,80000,9.81,54.1,0,1,10038.37843
20000,3,13.92,2,4,1,0,700000,3.09,44.6,0,0,18433.98
9000,3,8.94,0,2,1,4,37000,4.51,30.7,0,1,10293.90918
20000,3,11.14,1,5,0,4,78000,17.2,9.2,0,0,1534.9
10000,3,12.18,1,2,2,3,31200,22.77,17.6,0,1,11870.338343998495
25000,3,14.96,3,2,5,0,153000,16.55,48.7,0,0,28125.82
15000,3,8.94,0,4,0,3,78000,13.82,5.7,0,1,17156.539003633203
15000,3,14.61,3,2,0,4,55000,6.74,38.2,0,1,18616.55579
13500,3,12.87,2,1,0,4,77508,15.88,57.7,0,1,16345.731494416195
10000,3,12.53,1,2,0,0,64000,10.78,78.5,0,1,12047.84546
16000,3,13.22,2,2,0,4,60000,11.76,70.7,0,1,18234.468998019303
4800,3,13.57,2,9,0,4,66000,6.29,25,0,1,5900.139504721999
25000,3,12.18,1,3,1,0,80000,12.36,31.6,0,0,7492.5
1200,3,8.94,0,6,0,3,24000,22.9,23.3,0,1,1279.41575
15000,3,8.94,0,2,3,0,90000,8.99,20.3,0,1,17157.401171853202
15000,3,12.18,1,2,4,4,110000,5.78,50.6,0,1,17981.919492247096
8000,3,14.61,3,9,0,4,120000,0,0,0,1,9928.752197
12000,3,11.48,1,13,3,4,30000,18.2,3.3,0,1,14242.31771
12000,3,15.31,3,2,2,4,68496,13.1,92.4,0,1,15040.43032
16750,3,8.94,0,2,0,0,45000,13.81,22.2,0,1,18946.68748851736
7000,3,13.57,2,9,5,3,39996,16.32,45.5,0,1,8560.290665
6250,3,12.87,2,2,1,0,50004,21.84,70,0,1,7567.461713
15000,3,16.35,4,9,2,0,210000,19.33,94.2,0,0,18843.585625833024
14400,3,11.83,1,2,5,0,95000,11.52,30.1,0,1,16499.708508336502
6000,3,8.94,0,9,1,0,24000,8.05,15.6,0,1,6862.625129
20000,3,11.48,1,13,0,0,74000,14.06,1.4,0,1,22926.21385
2700,3,7.4,0,6,0,0,99900,0.18,2,0,1,2915.116795357802
5000,3,14.61,3,2,4,0,60000,20.92,20.6,0,1,6205.475505
19200,3,12.87,2,1,4,4,80000,10.93,2.8,0,0,12672.850000000042
3000,3,7.4,0,3,0,4,88000,5.58,0,0,1,3279.0593925185995
5000,3,15.65,3,2,0,4,24996,18.39,51,0,0,2973.98
7000,3,13.22,2,13,5,4,28000,15.09,10.3,0,1,8532.973788
20000,3,14.26,2,2,3,4,75000,8.02,76.4,0,1,23127.200242991406
9000,3,13.92,2,2,5,4,30000,12.04,59.3,0,1,10836.5621
2500,3,17.04,4,11,0,4,50000,13.66,96.8,0,1,3210.616662
2000,3,8.59,0,0,0,0,28880,15.96,16.2,0,1,2259.993776
1200,3,13.22,2,2,0,4,22884,10.54,57.5,0,1,1460.13024
8000,3,13.92,2,2,5,4,41579,23.69,91.9,0,1,9831.388905
3000,3,7.05,0,6,0,4,25000,8.16,6.8,0,1,3337.183529
2650,3,7.4,0,9,4,4,10000,1.2,2.3,0,0,2304.68
16000,3,8.94,0,2,4,4,55000,9.38,38,0,1,16671.457625912102
8000,3,16,3,11,5,0,70000,17.21,35.6,0,1,9653.625726
15000,3,8.94,0,3,3,0,72000,10.2,23.9,0,1,17156.53819
10200,3,13.92,2,2,4,4,55000,19.75,92.3,0,1,12535.04606
5000,3,14.96,3,2,4,0,110000,11.92,90.6,0,1,6236.045613
7000,3,8.94,0,12,0,4,35000,10.49,76.7,0,1,8006.354797216801
5600,3,15.65,3,2,5,0,130000,6.94,93.2,0,1,7053.114527
4900,3,14.26,2,2,5,4,64000,12.9,46.9,0,1,5786.154328
18000,3,14.96,3,2,5,0,102000,20.45,41.2,0,1,22143.944079882003
10000,3,7.74,0,4,1,0,81400,12.6,19,0,1,11034.580360008113
20500,3,14.61,3,2,4,4,60000,23.86,35.7,0,1,25442.62916
13750,3,15.31,3,11,4,4,27036,15.53,1.8,0,1,17233.899089421702
15000,3,8.94,0,0,4,3,102000,6.21,6,0,1,17156.54246
3600,3,12.53,1,2,0,4,48492,24.47,75.7,0,0,1934.549999999999
6000,3,12.53,1,2,1,2,69996,17.28,81.6,0,1,7228.717535303699
10000,3,12.18,1,2,3,4,39996,23.01,5.34,0,1,12004.863774410898
5000,3,15.31,3,9,0,4,47496,3.79,20.3,0,0,750.1
8000,3,16,3,2,0,2,60000,6.78,0,0,1,9409.211941
25000,3,12.18,1,2,2,3,45996,11.3,15.5,0,1,29238.567001235297
6000,3,14.96,3,0,5,4,73500,18.43,82.9,0,1,7371.844231
6000,3,13.22,2,5,1,4,31200,17.96,51.1,0,1,6066.61
7000,3,12.53,1,4,1,0,80004,15.93,59.9,0,1,8433.489443
9000,3,16.7,4,2,0,4,55000,6.83,65.8,0,1,11503.80396
1800,3,12.53,1,1,0,4,28000,15.21,66,0,1,2146.755597
8000,3,12.18,1,2,2,4,50000,8.54,65.6,0,1,9587.694369
7500,3,15.31,3,9,5,4,37000,21.15,60.2,0,0,2646.779999999994
12000,3,12.18,1,1,0,4,40000,19.86,72.4,0,1,14326.27358
8000,3,16,3,11,5,0,90000,6.03,36.2,0,1,9119.518428
10800,3,13.57,2,2,1,4,46000,2.77,15.3,0,0,841.85
18000,3,11.83,1,1,0,0,128000,12.92,64.6,0,1,20727.93636
16000,3,12.18,1,2,0,2,60000,16.4,38.5,0,1,19180.715613347995
5600,3,8.59,0,13,0,4,137004,12.15,81,0,0,1306.53
15000,3,11.83,1,2,4,0,182496,9.26,46.2,0,0,994.02
5500,3,12.53,1,9,0,4,30000,16.2,54.8,0,1,6460.270360961899
7800,3,12.53,1,2,3,4,38000,16.42,65.9,0,1,9397.330164
10000,3,15.31,3,11,4,4,26000,1.38,2.1,0,1,11906.90612
15250,3,13.22,2,2,0,4,40000,22.41,56.1,0,0,4123.679999999999
4550,3,13.57,2,7,0,4,130000,17.46,90.1,0,1,5564.008685587901
14500,3,8.94,0,2,0,0,98000,17.2,20.7,0,1,16584.67342
7000,3,7.4,0,9,0,4,46000,23.87,5.2,0,1,7789.995302
4750,3,14.61,3,2,0,4,14000,10.71,50.6,0,1,5895.210575004399
24250,3,12.87,2,2,2,0,135000,8.08,73.2,0,0,23844.2
20000,3,11.48,1,2,5,0,100000,11.02,6.1,0,1,23628.82961
4500,3,14.26,2,2,2,4,40000,2.34,42,0,1,5236.166836221502
8000,3,15.31,3,11,0,4,55000,19.66,10.3,0,1,10027.24143
1600,3,14.96,3,2,4,4,60000,6.42,98.8,0,1,1995.60547
7000,3,7.74,0,6,5,0,105000,7.27,7.6,0,1,7838.280641
25000,3,14.61,3,1,0,4,120000,20.52,84.3,0,0,9480.680000000002
3000,3,13.92,2,11,5,0,200000,5.35,12.8,1,1,3686.715998
19800,3,13.22,2,2,0,0,107000,17.05,67.3,0,0,4627.04
12000,3,11.83,1,9,0,4,80000,18.9,46.1,0,0,13512.740000000002
5400,3,16,3,2,0,4,50000,10.61,92.9,0,1,5808.022599
4000,3,11.48,1,2,5,0,46000,22.93,0,0,1,4747.414172
12000,3,16,3,2,4,4,125000,23.85,85.6,0,1,14212.00916
4200,3,14.26,2,9,2,4,24996,5.14,0,0,1,5186.98615
6000,3,14.26,2,9,0,4,40500,20.83,1.5,0,1,7409.99629
8000,3,11.14,1,2,2,0,52000,19.06,18.2,0,1,9447.963693
13800,3,11.83,1,1,5,4,55000,20.86,59.6,0,1,15700.6331
25000,3,16,3,1,0,4,80004,17.83,52.2,0,1,31403.93174
16000,3,8.94,0,1,4,4,75996,6.79,15.4,0,1,16119.83
4500,3,12.18,1,6,3,4,84000,0.07,0.1,0,1,5298.507235
16000,3,14.96,3,13,1,0,60000,21.54,65.9,0,1,19955.495304138894
3000,3,11.14,1,1,2,4,24000,8.7,39.2,0,1,3473.362667
20000,3,13.57,2,2,0,4,90000,5.13,25.1,0,1,24053.21981
2500,3,8.59,0,1,1,4,85000,23.53,71.4,0,1,2844.93669
4000,3,7.74,0,6,0,4,69360,10.83,38.6,0,1,4460.205056939399
5000,3,8.94,0,2,0,4,24000,19.2,56.5,0,1,5718.845519
10000,3,14.96,3,2,0,4,165000,10.33,98.2,0,1,12384.42931
13000,3,11.14,1,2,3,0,59000,18.63,24.2,0,1,14956.98904
12000,3,8.59,0,4,2,0,130000,6.61,21.4,0,1,13629.71812
8000,3,12.53,1,4,1,0,48000,4.97,7.6,0,1,9638.231327
7000,3,12.87,2,2,3,3,65004,9.12,72.2,0,1,8180.723407
4000,3,8.59,0,9,4,4,84996,7.3,64.1,0,1,4371.317999
5000,3,7.74,0,2,0,4,78300,9.27,36,0,1,5561.128053
8000,3,15.31,3,13,3,0,51000,16.52,33.2,0,1,9964.367107676197
15000,3,11.83,1,2,0,4,63223,15.87,44.8,0,0,6954.280000000021
6000,3,11.14,1,1,4,0,140300,17.3,74.1,0,1,7085.970131
6000,3,17.04,4,9,0,4,28800,12.42,95.3,0,1,7231.524058
17000,3,11.48,1,2,0,4,96000,23.18,24.3,0,1,20176.659057435398
20000,3,17.74,4,11,0,0,76368,7.04,74.4,1,1,25935.26895
8600,3,8.59,0,1,0,4,95000,16.16,30.9,0,1,8857.411485093984
5000,3,18.43,5,11,5,4,20000,10.32,97.1,0,1,6018.257115
2100,3,11.48,1,9,5,4,45000,18.24,55.1,0,1,2478.820658
12400,3,11.83,1,3,2,0,154000,17.38,8.4,0,1,14183.13883
15000,3,12.18,1,2,1,0,50000,21.24,31.8,0,0,6952.51
5000,3,16.35,4,1,4,4,37992,5.18,63.6,0,1,6359.200145
10000,3,8.59,0,2,0,4,60000,3.78,13.7,0,1,11119.26295
3500,3,12.18,1,2,5,3,119500,13.42,63.9,1,1,4090.298258
10000,3,8.94,0,2,5,4,30000,5.6,17.3,0,0,4146.250000000006
5600,3,8.59,0,1,3,0,39000,8.34,24,0,1,6372.692691
15000,3,11.48,1,1,0,4,72500,23.9,59.6,0,0,2110.75
12000,3,11.48,1,4,1,0,50000,12.41,23,0,1,13111.16125
8400,3,12.18,1,0,1,0,38268,14.05,9.6,0,1,10069.87968
20000,3,19.47,5,9,4,4,150000,0.98,97.4,0,1,26565.428557300296
18000,3,12.18,1,2,0,4,110000,8.23,79.3,0,1,19488.64402
3500,3,12.87,2,9,5,4,37000,9.79,73.1,0,1,4234.197006878598
5175,3,12.18,1,2,1,4,15000,13.12,53.4,0,0,1033.98
16000,3,11.14,1,2,0,4,77000,5.84,34.9,0,1,18192.27241
13800,3,11.48,1,2,3,3,43200,23.61,67,0,1,15077.81994
20000,3,12.53,1,2,3,4,85000,24.56,60.1,0,0,11037.72
3000,3,13.57,2,7,4,4,40000,22.98,80.7,1,1,3162.690738
10000,3,11.14,1,2,0,4,30000,12.92,29.5,0,0,7430.31
2400,3,17.04,4,11,4,0,77004,7.46,16,0,1,3082.217372
8000,3,11.48,1,2,4,4,36000,2.9,31.7,0,1,9494.897134
2500,3,7.4,0,6,5,2,186000,4.06,50.2,0,1,2746.653811
8000,3,18.09,5,9,4,4,44760,13.81,16.1,0,1,9831.740003
20000,3,12.53,1,2,2,0,89800,18.72,62,0,1,24054.49458
11000,3,8.94,0,1,5,0,135000,13.79,33,0,1,12449.91803
13750,3,13.57,2,2,0,0,160000,9.43,68.6,1,1,16468.35424
15000,3,8.94,0,1,4,0,110000,7.07,52.7,0,1,17135.51023
5000,3,12.18,1,2,2,4,53500,10.5,55.3,0,1,5632.324651914096
18000,3,8.94,0,4,0,0,80000,5.37,17,0,0,12581.579999999998
12500,3,12.87,2,1,4,4,54996,17.61,49.4,0,1,14733.92209
10000,3,13.57,2,4,2,0,122000,8.38,72.1,0,1,12228.60927
9000,3,11.83,1,2,0,4,52000,20.49,47.7,0,1,9333.231958
11300,3,13.22,2,2,4,4,41892,19.05,94.6,0,1,12004.016120014605
6000,3,12.87,2,1,0,4,29004,10.51,46,0,1,6988.455050295501
10000,3,11.14,1,1,4,4,45000,22.13,18.9,0,1,11809.80586
9000,3,14.26,2,2,3,4,45000,22.91,83.8,0,1,11130.630517351394
19000,3,11.83,1,2,1,0,200004,10.93,50.8,0,1,22494.7724
10000,3,12.53,1,2,3,4,40000,20.46,66.1,0,0,12112.68
3200,3,13.92,2,9,0,4,72000,2.2,12.5,0,1,3928.813429
8000,3,14.26,2,2,0,4,30000,14.16,27.9,0,1,9880.021161
6000,3,12.87,2,1,0,4,52000,6.3,33.2,0,1,7279.9747682863135
3000,3,11.14,1,2,3,4,27000,17.29,40.9,0,1,3542.919009
15000,3,11.48,1,2,4,3,40000,10.32,24.6,0,1,17660.620666309398
20000,3,14.26,2,1,5,0,70000,13.68,80.8,0,1,21997.978
17500,3,8.94,0,13,4,0,130000,9.81,13.6,0,1,20015.95884
4000,3,8.59,0,9,5,0,63000,16.97,25.7,0,1,4551.89574
5000,3,14.26,2,6,4,4,66920,12.48,95.5,0,1,5643.232012357999
20000,3,11.48,1,2,4,4,277104,0.22,3.3,0,1,20379.5989
10000,3,13.57,2,2,4,4,60000,7.3,91.2,0,1,11553.22843
6200,3,19.82,6,11,1,4,19200,0,0,0,0,5406.89
12000,3,8.94,0,1,5,4,57000,18.99,30.8,0,1,13725.24981
3000,3,14.26,2,1,5,0,80800,14.97,39.5,0,1,3704.99765
14900,3,11.83,1,0,0,4,55000,9.51,16.5,0,1,16352.69626
19200,3,11.48,1,1,1,0,61000,17.35,9.1,0,1,22728.58942
4500,3,12.18,1,8,4,4,74000,1.49,33.3,0,1,4717.768179
9000,3,15.31,3,2,5,3,44000,6.14,77,0,0,2229.69
8000,3,13.92,2,12,0,4,86004,22.55,36.4,0,1,9831.389504
8000,3,7.74,0,0,5,0,102996,15.47,11.6,0,1,8934.260056
5000,3,20.17,6,11,1,4,50000,6,59.5,0,0,3841.92
3000,3,7.05,0,1,1,4,38000,16.8,15,0,1,3194.108334238296
4800,3,12.18,1,7,0,4,64744,12.07,84.8,0,1,5157.524344
10000,3,13.57,2,2,0,4,46585,21.17,57,0,1,12249.57020590661
8000,3,12.53,1,2,3,4,30000,9.8,39.8,0,1,9517.232482
6600,3,12.53,1,2,0,4,89532,20.2,45.7,0,1,7722.438698034201
7000,3,12.87,2,9,1,0,107000,18.09,84.8,0,1,8475.524505
10000,3,11.83,1,2,0,4,35004,24.13,73.5,0,0,3644.74
4800,3,11.14,1,0,1,4,20000,3.12,23.4,0,1,5668.77018
9600,3,12.53,1,2,0,4,41400,16.72,81.9,0,1,11610.03461
14000,3,8.94,0,13,0,0,60000,20.82,18.9,0,1,16012.75723
9000,3,15.65,3,11,4,4,36000,4.43,28.3,0,1,10628.67889
4000,3,7.4,0,6,1,4,28000,1.89,8.7,0,1,4472.468915
16800,3,13.92,2,1,3,0,225000,24.06,90.2,0,1,20645.99269
14300,3,15.31,3,2,2,0,68500,13.7,90.9,0,1,16342.146729075905
10000,3,13.57,2,4,5,0,100000,3.35,2,0,1,11848.54679
3500,3,12.53,1,2,5,4,45000,23.12,64.7,0,1,3706.446023
7000,3,12.87,2,2,4,4,25000,9.79,65.5,0,1,8490.709037486406
2000,3,8.59,0,0,1,4,20004,8.7,19.3,0,0,1401.1299999999924
20000,3,19.13,5,2,0,0,63000,8.86,99.8,0,1,26440.31074
14575,3,8.59,0,2,1,4,38800,24.71,28.9,0,1,16119.60569
20000,3,17.04,4,2,2,0,162000,14.04,91.8,0,1,23937.39598
15000,3,14.96,3,2,2,4,90000,24.99,96.8,0,1,17256.46088
8000,3,8.59,0,1,2,4,23400,17.23,9.3,0,1,9004.033911
12875,3,12.53,1,3,0,4,37760,24.27,55.5,0,0,1831.57
2000,3,7.05,0,8,0,4,45000,3.68,23.8,0,1,2224.789639432895
20000,3,12.18,1,2,1,4,50866,22.88,51.4,0,1,23977.02833
9500,3,13.57,2,7,5,4,32000,0.56,7.1,0,1,9815.38
15000,3,11.14,1,2,4,4,54996,12.18,19.6,0,1,17714.575805346798
20000,3,12.53,1,2,3,4,35364,16.97,54.6,0,1,24096.28948
10000,3,13.22,2,2,0,2,44160,19.32,87.1,0,1,12168.53643
10000,3,8.59,0,12,1,0,51852,8.52,1.1,0,1,10341.04765
9000,3,15.65,3,2,4,4,60000,15.42,89.5,0,0,8815.339999999998
16000,3,12.87,2,2,1,0,65000,11.52,93.5,0,1,18800.48092
1400,3,14.26,2,2,0,0,40000,13.83,53.6,0,1,1728.993452
12875,3,15.31,3,2,1,4,50000,24.17,71.9,0,0,14950.420000000093
6000,3,14.96,3,6,5,0,40000,8.49,19.1,0,0,1662.96
6000,3,11.48,1,7,2,0,75000,12.66,7.2,0,1,7121.123544
4500,3,8.94,0,3,1,4,18200,6.29,0.7,0,1,5136.446094
1800,3,8.94,0,3,1,4,37500,21.54,32.3,0,1,1938.837289
5000,3,13.57,2,2,2,0,62000,17.79,55.6,0,1,6114.263997
6000,3,13.22,2,1,0,0,30000,5.2,31.8,0,1,6981.691712
20000,3,15.65,3,11,0,4,97200,3.6,22.6,0,0,900
8000,3,8.59,0,2,1,3,25000,20.3,27.3,0,1,9103.791334
6000,3,11.83,1,1,1,0,60000,15.5,39,0,1,6697.835245
8000,3,12.87,2,2,0,4,30000,9.52,51.9,1,1,9071.2096
9000,3,15.31,3,11,0,4,83200,3.45,8.1,1,1,10651.49424
12000,3,12.53,1,3,4,4,174000,6.33,90.1,0,1,14457.42173
20000,3,12.53,1,2,0,4,172800,6.45,44.9,0,1,23304.87846
18000,3,17.04,4,2,5,0,117996,17.74,53.8,0,1,23116.70974
15850,3,15.65,3,2,0,3,55000,22.84,89.9,0,0,16953.59
11500,3,8.59,0,4,2,0,30000,1.8,5.7,0,1,13048.64383
11600,3,8.94,0,2,3,0,46560,12.35,10.1,0,1,13267.7482
20000,3,14.61,3,2,4,4,63000,14.72,66.1,0,1,24821.990465550494
10000,3,14.26,2,1,0,4,130000,7.5,52.9,0,1,10459.67177
13000,3,8.94,0,8,2,0,130000,0.05,8.8,0,1,14869.02903
20000,3,16.7,4,4,1,0,78000,24.6,49.63,0,0,5630.15
18000,3,13.57,2,3,4,0,75000,2.85,7.7,0,1,22011.517003125897
7500,3,15.65,3,7,1,4,33000,11.93,54.3,0,1,9446.192909581096
20000,3,13.92,2,1,2,0,225000,11.37,72.1,0,1,23572.76558
20000,3,17.74,4,2,1,0,82000,2.87,51.9,0,0,9367.52
6000,3,14.96,3,11,5,4,85000,11.55,0,0,1,6550.747737
